"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=EUR&show=class,timebins,acconly"
"Access Time","Thu 2021-07-01 18:01:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","EUR"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class,timebins,acconly"
"Elapsed Time","2.17"
"Records Found","12426"
"Records Returned","12426"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","time_bins"
"1353481","occ","","","36709","Pseudocricetodon montalbanensis","species","349646","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon","Rupelian"
"1353482","occ","","","36711","Suevosciurus ehingensis","species","374348","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Suevosciurus","Rupelian"
"1353483","occ","","","36711","Paratheridomys margaritae","species","348563","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Paratheridomys","Rupelian"
"1353484","occ","","","36711","Schizogliravus micio","species","348847","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Rupelian"
"1353485","occ","","","36711","Butseloglis tenuis","species","119863","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Butseloglis","Rupelian"
"1353487","occ","","","36711","Glirudinus antiquus","species","348849","MP 23","","33.9","28.4","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Rupelian"
"1353488","occ","","","36711","Glamys priscus","species","90867","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Gliridae","Glamys","Rupelian"
"1353490","occ","","","36711","Pseudocricetodon montalbanensis","species","349646","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon","Rupelian"
"1353491","occ","","","36711","Plesispermophilus angustidens","species","348904","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Plesispermophilus","Rupelian"
"1353493","occ","","","183507","Theridomys ludensis","species","348560","MP 24","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Theridomys","Rupelian"
"1353494","occ","","","183507","Blainvillimys avus","species","348555","MP 24","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353495","occ","","","183507","Protechimys lebratierensis","species","347806","MP 24","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Protechimys","Rupelian"
"1353496","occ","","","183507","Issiodoromys minor","species","348514","MP 24","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353500","occ","","","183508","Blainvillimys helmeri","species","104697","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353501","occ","","","183509","Blainvillimys helmeri","species","104697","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353502","occ","","","183509","Blainvillimys gregarius","species","119783","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353503","occ","","","183510","Blainvillimys gregarius","species","119783","MP 21","MP 22","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353504","occ","","","183511","Blainvillimys gregarius","species","119783","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353505","occ","","","183512","Blainvillimys gregarius","species","119783","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353506","occ","","","183513","Blainvillimys gregarius","species","119783","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353507","occ","","","183508","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353508","occ","","","183510","Sciuromys cayluxi","species","348701","MP 21","MP 22","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353509","occ","","","183514","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353510","occ","","","183515","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353511","occ","","","183516","Sciuromys cayluxi","species","348701","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Sciuromys","Rupelian"
"1353512","occ","","","183511","Pseudoltinomys major","species","348595","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353513","occ","","","183514","Pseudoltinomys major","species","348595","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Pseudoltinomys","Rupelian"
"1353514","occ","","","183511","Issiodoromys medius","species","348556","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353515","occ","","","183514","Issiodoromys medius","species","348556","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Theridomyidae","Issiodoromys","Rupelian"
"1353516","occ","","","183517","Lophallomys atavus","species","348706","MP 21","","33.9","28.4","61489","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1353517","occ","","","183518","Lophallomys atavus","species","348706","MP 21","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1353518","occ","","","183519","Lophallomys atavus","species","348706","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1353519","occ","","","183520","Lophallomys atavus","species","348706","MP 22","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Aplodontidae","Lophallomys","Rupelian"
"1353520","occ","","","183514","Palaeosciurus goti","species","348702","MP 23","","33.9","28.4","61260","Chordata","Mammalia","Rodentia","Sciuridae","Palaeosciurus","Rupelian"
"1353528","occ","","","91491","Ephemeromys hospes","species","348843","MP 22","","33.9","28.4","61311","Chordata","Mammalia","Rodentia","Aplodontidae","Ephemeromys","Rupelian"
"1353529","occ","","","183526","Ephemeromys hospes","species","348843","Early Oligocene","","33.9","28.4","61311","Chordata","Mammalia","Rodentia","Aplodontidae","Ephemeromys","Rupelian"
"1353530","occ","","","183527","Ephemeromys hospes","species","348843","Early Oligocene","","33.9","28.4","61311","Chordata","Mammalia","Rodentia","Aplodontidae","Ephemeromys","Rupelian"
"1353531","occ","","","36712","Adelpharctos ginsburgi","species","348844","MP 28","","28.4","23.03","61312","Chordata","Mammalia","Carnivora","Ursidae","Adelpharctos","Chattian"
"1353532","occ","33079","","36712","Cyonarctos dessei","species","348924","MP 28","","28.4","23.03","61353","Chordata","Mammalia","Carnivora","Ursidae","Cyonarctos","Chattian"
"1353533","occ","","","36712","Amphictis ambigua","species","433222","MP 28","","28.4","23.03","61312","Chordata","Mammalia","Carnivora","Ailuridae","Amphictis","Chattian"
"1353537","occ","","","183528","Theridomys major","species","119782","Early Oligocene","","33.9","28.4","26793","Chordata","Mammalia","Rodentia","Theridomyidae","Theridomys","Rupelian"
"1353538","occ","","","183528","Blainvillimys gregarius","species","119783","Early Oligocene","","33.9","28.4","26793","Chordata","Mammalia","Rodentia","Theridomyidae","Blainvillimys","Rupelian"
"1353540","occ","","","183528","Butseloglis tenuis","species","119863","Early Oligocene","","33.9","28.4","26793","Chordata","Mammalia","Rodentia","Gliridae","Butseloglis","Rupelian"
"1353541","occ","","","183528","Atavocricetodon nanus","species","94299","Early Oligocene","","33.9","28.4","26793","Chordata","Mammalia","Rodentia","Cricetidae","Atavocricetodon","Rupelian"
"1353542","occ","","","183528","Pseudocricetodon montalbanensis","species","349646","Early Oligocene","","33.9","28.4","26793","Chordata","Mammalia","Rodentia","Cricetidae","Pseudocricetodon","Rupelian"
"1353599","occ","","","60263","Zygolophodon tapiroides","species","95508","Serravallian","","13.82","11.62","60839","Chordata","Mammalia","Proboscidea","Mammutidae","Zygolophodon","Serravallian"
"1353615","occ","33032","","60249","Monachopsis pontica","species","72337","Serravallian","","13.82","11.62","17253","Chordata","Mammalia","Carnivora","Phocidae","Monachopsis","Serravallian"
"1353616","occ","","","85514","Monachopsis pontica","species","72337","Tortonian","","11.62","7.246","60839","Chordata","Mammalia","Carnivora","Phocidae","Monachopsis","Tortonian"
"1353617","occ","","","85514","Cryptophoca maeotica","species","100881","Tortonian","","11.62","7.246","60839","Chordata","Mammalia","Carnivora","Phocidae","Cryptophoca","Tortonian"
"1353618","occ","","","85514","Gomphotherium angustidens","species","157812","Tortonian","","11.62","7.246","60839","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Gomphotherium","Tortonian"
"1353619","occ","","","85514","Tetralophodon longirostris","species","90208","Tortonian","","11.62","7.246","60839","Chordata","Mammalia","Proboscidea","Gomphotheriidae","Tetralophodon","Tortonian"
"1353623","occ","33033","","60256","Cryptophoca maeotica","species","100881","Serravallian","","13.82","11.62","17253","Chordata","Mammalia","Carnivora","Phocidae","Cryptophoca","Serravallian"
"1353651","occ","33034","","60238","Monachopsis pontica","species","72337","Serravallian","","13.82","11.62","17253","Chordata","Mammalia","Carnivora","Phocidae","Monachopsis","Serravallian"
"1353654","occ","33036","","60243","Cryptophoca maeotica","species","100881","Serravallian","","13.82","11.62","17253","Chordata","Mammalia","Carnivora","Phocidae","Cryptophoca","Serravallian"
"1353663","occ","","","76502","Ceratotherium neumayri","species","115825","Pliocene","","5.333","2.588","60839","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Ceratotherium","Zanclean"
"1353727","occ","","","31748","Schizogliravus micio","species","348847","Early Oligocene","","33.9","28.4","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Rupelian"
"1353728","occ","","","36716","Glirudinus glirulus","species","131731","MP 28","MP 29","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353729","occ","","","36716","Peridyromys murinus","species","131924","MP 28","MP 29","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"1353730","occ","","","36715","Peridyromys murinus","species","131924","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"1353731","occ","","","36712","Peridyromys murinus","species","131924","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"1353732","occ","","","59886","Peridyromys murinus","species","131924","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"1353733","occ","","","179146","Peridyromys murinus","species","131924","MP 30","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"1353734","occ","","","183542","Peridyromys murinus","species","131924","MP 29","","28.4","23.03","61379","Chordata","Mammalia","Rodentia","Gliridae","Peridyromys","Chattian"
"1353735","occ","","","59886","Microdyromys praemurinus","species","56748","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"1353736","occ","","","183542","Microdyromys praemurinus","species","56748","MP 29","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"1353737","occ","","","179146","Microdyromys praemurinus","species","56748","MP 30","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"1353738","occ","","","36712","Microdyromys praemurinus","species","56748","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"1353741","occ","","","179146","Glirudinus glirulus","species","131731","MP 30","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353742","occ","","","179146","Bransatoglis fugax","species","105361","MP 30","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Chattian"
"1353743","occ","","","179146","Bransatoglis concavidens","species","57625","MP 30","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Chattian"
"1353744","occ","","","179146","Schizogliravus bruijni","species","101349","MP 30","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353745","occ","","","183542","Glirudinus glirulus","species","131731","MP 29","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353746","occ","","","183542","Schizogliravus bruijni","species","101349","MP 29","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353747","occ","","","36712","Glirudinus glirulus","species","131731","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353748","occ","","","36712","Schizogliravus bruijni","species","101349","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353749","occ","","","36715","Microdyromys praemurinus","species","56748","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"1353750","occ","","","36715","Glirudinus glirulus","species","131731","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353751","occ","","","36715","Schizogliravus bruijni","species","101349","MP 28","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353752","occ","","","36718","Microdyromys praemurinus","species","56748","MP 26","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Chattian"
"1353753","occ","","","36718","Schizogliravus bruijni","species","101349","MP 26","","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353754","occ","","","60281","Glirudinus antiquus","species","348849","Chattian","","28.1","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353755","occ","","","60281","Oligodyromys planus","species","132052","Chattian","","28.1","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Chattian"
"1353756","occ","","","60281","Schizogliravus bruijni","species","101349","Chattian","","28.1","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353757","occ","","","60281","Glamys priscus","species","90867","Chattian","","28.1","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glamys","Chattian"
"1353758","occ","","","183361","Microdyromys praemurinus","species","56748","Rupelian","","33.9","28.1","61321","Chordata","Mammalia","Rodentia","Gliridae","Microdyromys","Rupelian"
"1353759","occ","","","183361","Oligodyromys planus","species","132052","Rupelian","","33.9","28.1","61321","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Rupelian"
"1353761","occ","","","183543","Glirudinus glirulus","species","131731","MP 27","MP 28","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Glirudinus","Chattian"
"1353762","occ","","","183543","Oligodyromys planus","species","132052","MP 27","MP 28","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Bransatoglis","Chattian"
"1353763","occ","","","183543","Schizogliravus bruijni","species","101349","MP 27","MP 28","28.4","23.03","61321","Chordata","Mammalia","Rodentia","Gliridae","Schizogliravus","Chattian"
"1353764","occ","","","179147","Iberomeryx minor","species","348851","MP 23","","33.9","28.4","61323","Chordata","Mammalia","Artiodactyla","Tragulidae","Iberomeryx","Rupelian"
"1353765","occ","","","183510","Iberomeryx minor","species","348851","MP 21","MP 22","33.9","28.4","61323","Chordata","Mammalia","Artiodactyla","Tragulidae","Iberomeryx","Rupelian"
