"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=lump_genus&idqual=genus_certain&interval=Paleocene,Holocene&cc=SOA&show=acconly"
"Access Time","Sat 2020-04-11 01:09:45 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","lump_genus"
"","idqual","genus_certain"
"","cc","SOA"
"","interval","Paleocene,Holocene"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.02"
"Records Found","6462"
"Records Returned","6462"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"801773","occ","","","87198","Chorobates","genus","43533","Huayquerian","","9","6.8","29353"
"801774","occ","","","87198","Macroeuphractus","genus","43543","Huayquerian","","9","6.8","29353"
"801775","occ","","","87198","Paleuphractus","genus","43545","Huayquerian","","9","6.8","29353"
"801776","occ","","","87198","Doellotatus","genus","43536","Huayquerian","","9","6.8","29353"
"801777","occ","","","87198","Aspidocalyptus","genus","81610","Huayquerian","","9","6.8","29353"
"801778","occ","","","87198","Hoplophractus","genus","188868","Huayquerian","","9","6.8","29353"
"801779","occ","","","87198","Coscinocercus","genus","188880","Huayquerian","","9","6.8","29353"
"801781","occ","","","87198","Plohophorus","genus","55025","Huayquerian","","9","6.8","29353"
"801782","occ","","","87198","Orthomyctera","genus","42118","Huayquerian","","9","6.8","29353"
"801783","occ","","","87198","Palaeocavia","genus","42119","Huayquerian","","9","6.8","29353"
"801784","occ","","","87198","Cardiomys","genus","42110","Huayquerian","","9","6.8","29353"
"801785","occ","","","87198","Lagostomus","genus","42077","Huayquerian","","9","6.8","29353"
"801787","occ","","","87198","Reigechimys","genus","363767","Huayquerian","","9","6.8","29353"
"801788","occ","","","87198","Pampamys","genus","388138","Huayquerian","","9","6.8","29353"
"801789","occ","","","87198","Abrocoma","genus","282543","Huayquerian","","9","6.8","29353"
"801790","occ","","","87198","Tetrastylus","genus","42098","Huayquerian","","9","6.8","29353"
"802740","occ","","","87314","Homunculus","genus","40850","Santacrucian","","17.5","16.3","29404"
"802755","occ","","","87321","Protopithecus","genus","143124","Pleistocene","","2.588","0.0117","23914"
"807100","occ","","","88200","Palaeobalaena","genus","36790","Langhian","","15.97","13.82","17534"
"811463","occ","","","89030","Prozaedyus","genus","146408","Early Miocene","","23.03","15.97","29860"
"811464","occ","","","89030","Protypotherium","genus","43422","Early Miocene","","23.03","15.97","29860"
"811465","occ","","","89030","Eosteiromys","genus","42138","Early Miocene","","23.03","15.97","29860"
"811466","occ","","","89030","Eoviscaccia","genus","146409","Early Miocene","","23.03","15.97","29860"
"811467","occ","","","89027","Prozaedyus","genus","146408","Colhuehuapian","","21","17.5","29860"
"811468","occ","","","89027","Protypotherium","genus","43422","Colhuehuapian","","21","17.5","29860"
"811470","occ","","","89027","Cramauchenia","genus","43494","Colhuehuapian","","21","17.5","29860"
"811471","occ","","","89027","Parastrapotherium","genus","43463","Colhuehuapian","","21","17.5","29860"
"811472","occ","28335","","89027","Banderomys","genus","264088","Colhuehuapian","","21","17.5","46005"
"811478","occ","","","89029","Prozaedyus","genus","146408","Colhuehuapian","","21","17.5","29860"
"811479","occ","","","89029","Protypotherium","genus","43422","Colhuehuapian","","21","17.5","29860"
"811480","occ","","","89029","Proadinotherium","genus","53656","Colhuehuapian","","21","17.5","29860"
"811481","occ","","","89029","Cramauchenia","genus","43494","Colhuehuapian","","21","17.5","29860"
"811482","occ","","","89029","Caviocricetus","genus","146411","Colhuehuapian","","21","17.5","29860"
"811483","occ","28336","","89029","Banderomys","genus","264088","Colhuehuapian","","21","17.5","46005"
"811484","occ","","","89029","Eoviscaccia","genus","146409","Colhuehuapian","","21","17.5","29860"
"811485","occ","","","89027","Palaeothentes","genus","40057","Colhuehuapian","","21","17.5","29860"
"811486","occ","","","89027","Proeutatus","genus","146412","Colhuehuapian","","21","17.5","29860"
"811489","occ","","","89029","Abderites","genus","40052","Colhuehuapian","","21","17.5","29860"
"811490","occ","","","89029","Pitheculites","genus","40062","Colhuehuapian","","21","17.5","29860"
"811491","occ","","","89029","Sipalocyon","genus","40039","Colhuehuapian","","21","17.5","29860"
"811492","occ","","","89029","Cladosictis","genus","40020","Colhuehuapian","","21","17.5","29860"
"811493","occ","","","89029","Proeutatus","genus","146412","Colhuehuapian","","21","17.5","29860"
"811494","occ","","","89029","Perimys","genus","42078","Colhuehuapian","","21","17.5","29860"
"811504","occ","","","89030","Proeutatus","genus","146412","Early Miocene","","23.03","15.97","29860"
"811505","occ","","","89030","Stenotatus","genus","43560","Early Miocene","","23.03","15.97","29860"
"811689","occ","","","89093","Cladosictis","genus","40020","Colhuehuapian","","21","17.5","29898"
"811690","occ","","","89093","Proeutatus","genus","146412","Colhuehuapian","","21","17.5","29898"
"811699","occ","","","89093","Hegetotherium","genus","43441","Colhuehuapian","","21","17.5","29898"
"819033","occ","","","90023","Trachycalyptoides","genus","148453","Huayquerian","","9","6.8","30156"
"819034","occ","","","90023","Xyophorus","genus","148454","Huayquerian","","9","6.8","30156"
"819145","occ","","","89798","Macrauchenia","genus","43497","Pleistocene","","2.588","0.0117","30166"
"819148","occ","","","89798","Neochoerus","genus","42131","Pleistocene","","2.588","0.0117","30166"
"819725","occ","","","90118","Otaria","genus","36932","Holocene","","0.0117","0","30231"
"819735","occ","","","68025","Otaria","genus","36932","Holocene","","0.0117","0","30235"
"821651","occ","","","59978","Pontoporia","genus","63540","Late Pleistocene","","0.126","0.0117","30423"
"828944","occ","","","78518","Nazcacetus","genus","154146","Messinian","","7.246","5.333","30755"
"828945","occ","","","78518","Brachydelphis","genus","36685","Messinian","","7.246","5.333","30755"
"829278","occ","","","91435","Xyophorus","genus","148454","Colloncuran","","15.5","13.8","30720"
"829336","occ","","","91435","Palyeidodon","genus","43401","Colloncuran","","15.5","13.8","30720"
"829339","occ","32728","","91435","Hegetotherium","genus","43441","Colloncuran","","15.5","13.8","60411"
"832663","occ","","","92299","Pteronura","genus","104745","Late Pleistocene","","0.126","0.0117","31109"
"837020","occ","","","92813","Gracilinanus","genus","159124","Pleistocene","Holocene","2.588","0","31331"
"837021","occ","","","92813","Monodelphis","genus","39976","Pleistocene","Holocene","2.588","0","31331"
"837022","occ","","","92813","Thylamys","genus","39991","Pleistocene","Holocene","2.588","0","31331"
"837024","occ","","","92813","Akodon","genus","41728","Pleistocene","Holocene","2.588","0","31331"
"837025","occ","","","92813","Bolomys","genus","41744","Pleistocene","Holocene","2.588","0","31331"
"837026","occ","","","92813","Calomys","genus","104810","Pleistocene","Holocene","2.588","0","31331"
"837027","occ","","","92813","Holochilus","genus","41785","Pleistocene","Holocene","2.588","0","31331"
"837028","occ","","","92813","Kunsia","genus","97132","Pleistocene","Holocene","2.588","0","31331"
"837029","occ","","","92813","Oligoryzomys","genus","159122","Pleistocene","Holocene","2.588","0","31331"
"837030","occ","","","92813","Scapteromys","genus","104895","Pleistocene","Holocene","2.588","0","31331"
"837031","occ","","","92813","Carterodon","genus","159140","Pleistocene","Holocene","2.588","0","31331"
"837032","occ","","","92813","Clyomys","genus","159141","Pleistocene","Holocene","2.588","0","31331"
"837033","occ","","","92813","Thrichomys","genus","159142","Pleistocene","Holocene","2.588","0","31331"
"837034","occ","","","92813","Cavia","genus","42111","Pleistocene","Holocene","2.588","0","31331"
"837035","occ","","","92814","Dasypus","genus","43535","Pleistocene","Holocene","2.588","0","31331"
"837036","occ","","","92814","Euphractus","genus","43538","Pleistocene","Holocene","2.588","0","31331"
"837037","occ","","","92814","Propraopus","genus","43552","Pleistocene","Holocene","2.588","0","31331"
"837038","occ","","","92814","Pampatherium","genus","43546","Pleistocene","Holocene","2.588","0","31331"
"837039","occ","","","92814","Glossotherium","genus","43634","Pleistocene","Holocene","2.588","0","31331"
"837040","occ","","","92814","Mylodonopsis","genus","159125","Pleistocene","Holocene","2.588","0","31331"
"837041","occ","","","92814","Eremotherium","genus","43611","Pleistocene","Holocene","2.588","0","31331"
"837042","occ","","","92814","Glyptodon","genus","43576","Pleistocene","Holocene","2.588","0","31331"
"837043","occ","","","92814","Smilodon","genus","41079","Pleistocene","Holocene","2.588","0","31331"
"837044","occ","","","92814","Equus","genus","42996","Pleistocene","Holocene","2.588","0","31331"
"837045","occ","","","92814","Tapirus","genus","43137","Pleistocene","Holocene","2.588","0","31331"
"837046","occ","","","92814","Xenorhinotherium","genus","159139","Pleistocene","Holocene","2.588","0","31331"
"837048","occ","","","92814","Tayassu","genus","42440","Pleistocene","Holocene","2.588","0","31331"
"837049","occ","","","92814","Mazama","genus","47951","Pleistocene","Holocene","2.588","0","31331"
"837050","occ","","","92814","Ozotoceros","genus","42683","Pleistocene","Holocene","2.588","0","31331"
"837051","occ","","","92814","Palaeolama","genus","42539","Pleistocene","Holocene","2.588","0","31331"
"837052","occ","","","92814","Toxodon","genus","43405","Pleistocene","Holocene","2.588","0","31331"
"837053","occ","","","92815","Gracilinanus","genus","159124","Pleistocene","Holocene","2.588","0","31331"
"837054","occ","","","92815","Marmosa","genus","39970","Pleistocene","Holocene","2.588","0","31331"
"837055","occ","","","92815","Tapirus","genus","43137","Pleistocene","Holocene","2.588","0","31331"
"840436","occ","","","63515","Propraopus","genus","43552","Late Pleistocene","","0.126","0.0117","31501"
"840437","occ","","","63515","Sigmodon","genus","41876","Late Pleistocene","","0.126","0.0117","31501"
"840438","occ","","","63515","Calomys","genus","104810","Late Pleistocene","","0.126","0.0117","31501"
"840439","occ","","","63515","Holochilus","genus","41785","Late Pleistocene","","0.126","0.0117","31501"
"840440","occ","","","63515","Heteromys","genus","46952","Late Pleistocene","","0.126","0.0117","31501"
"840441","occ","","","63515","Proechimys","genus","159117","Late Pleistocene","","0.126","0.0117","31501"
"840442","occ","","","63515","Echimys","genus","233839","Late Pleistocene","","0.126","0.0117","31501"
"840443","occ","","","63515","Neochoerus","genus","42131","Late Pleistocene","","0.126","0.0117","31501"
"840445","occ","","","63515","Protocyon","genus","41238","Late Pleistocene","","0.126","0.0117","46993"
"840447","occ","","","63515","Urocyon","genus","41247","Late Pleistocene","","0.126","0.0117","31501"
"841087","occ","","","93235","Eremotherium","genus","43611","Late Pleistocene","Holocene","0.126","0","31515"
"841088","occ","","","93235","Smilodon","genus","41079","Late Pleistocene","Holocene","0.126","0","31515"
"841089","occ","","","93235","Notiomastodon","genus","43250","Late Pleistocene","Holocene","0.126","0","31515"
"841090","occ","34993","","93235","Glyptotherium","genus","43577","Late Pleistocene","Holocene","0.126","0","66421"
"841091","occ","","","93235","Pachyarmatherium","genus","43584","Late Pleistocene","Holocene","0.126","0","31515"
"841318","occ","","","93265","Tapirus","genus","43137","Late Pleistocene","","0.126","0.0117","31533"
"841326","occ","","","93267","Megatherium","genus","43616","Holocene","","0.0117","0","31534"
"841327","occ","","","93267","Neosclerocalyptus","genus","117307","Holocene","","0.0117","0","31534"
"841328","occ","","","93267","Doedicurus","genus","43572","Holocene","","0.0117","0","31534"
"841329","occ","","","93267","Tayassu","genus","42440","Holocene","","0.0117","0","31534"
"841331","occ","","","93267","Lagostomus","genus","42077","Holocene","","0.0117","0","31534"
"841332","occ","","","93267","Dolichotis","genus","42115","Holocene","","0.0117","0","31534"
"841333","occ","","","93267","Dusicyon","genus","41209","Holocene","","0.0117","0","31534"
"841334","occ","","","93267","Chaetophractus","genus","43530","Holocene","","0.0117","0","31534"
"841335","occ","","","93267","Zaedyus","genus","43564","Holocene","","0.0117","0","31534"
"850686","occ","","","94555","Saimiri","genus","92616","Friasian","","16.3","15.5","32171"
"858034","occ","","","13501","Alcidedorbignya","genus","165548","Danian","","66","61.6","32438"
"858935","occ","","","95373","Brachydelphis","genus","36685","Middle Miocene","","15.97","11.608","32455"
"860704","occ","","","95644","Branisella","genus","40845","Deseadan","","29","21","32479"
"860705","occ","","","95645","Chilecebus","genus","165993","Colhuehuapian","","21","17.5","32480"
"860708","occ","","","27311","Dolichocebus","genus","40846","Colhuehuapian","","21","17.5","46095"
"861166","occ","","","95688","Branisella","genus","40845","Deseadan","","29","21","32499"
"861168","occ","","","95688","Trachytherus","genus","43429","Deseadan","","29","21","43122"
"861169","occ","","","95688","Pascualihippus","genus","247993","Deseadan","","29","21","43125"
"861170","occ","","","95688","Archaeohyrax","genus","43434","Deseadan","","29","21","32499"
"861171","occ","","","95688","Sallatherium","genus","71914","Deseadan","","29","21","16747"
"861172","occ","","","95688","Glyptatelus","genus","43575","Deseadan","","29","21","42787"
"865410","occ","23091","","95914","Monotrematum","genus","166671","Danian","","66","61.6","32577"
"865417","occ","27457","","95914","Raulvaccia","genus","246793","Danian","","66","61.6","42896"
"873073","occ","","","96800","Livyatan","genus","171201","Tortonian","","11.62","7.246","37792"
"877663","occ","","","90021","Supayacetus","genus","199243","Bartonian","","41.3","38","36484"
"877664","occ","","","90022","Ocucajea","genus","199246","Bartonian","","41.3","38","36484"
"880425","occ","","","92751","Ribodon","genus","36898","Late Miocene","","11.608","5.333","33351"
"880426","occ","","","92751","Saurocetes","genus","63502","Late Miocene","","11.608","5.333","33351"
"899241","occ","","","100126","Plesiocetopsis","genus","36816","Neogene","","23.03","2.588","34357"
"899242","occ","","","100127","Morenocetus","genus","36776","Middle Miocene","Pliocene","15.97","2.588","34357"
"899245","occ","","","100131","Delphinus","genus","36703","Middle Miocene","Late Pliocene","15.97","2.588","34357"
"899246","occ","","","100132","Globicephala","genus","36721","Middle Miocene","Late Pliocene","15.97","2.588","34357"
"899248","occ","","","56686","Pliopontos","genus","36818","Zanclean","","5.333","3.6","34357"
"899249","occ","","","80365","Pliopontos","genus","36818","Late Miocene","","11.608","5.333","34357"
"899250","occ","","","80365","Pontistes","genus","36820","Late Miocene","","11.608","5.333","34357"
"899251","occ","","","80365","Balaenoptera","genus","36678","Late Miocene","","11.608","5.333","34357"
"899252","occ","","","100133","Balaenoptera","genus","36678","Middle Miocene","Late Pliocene","15.97","2.588","34357"
"899253","occ","","","100134","Balaenoptera","genus","36678","Middle Miocene","Late Pliocene","15.97","2.588","34357"
"899254","occ","","","100135","Balaena","genus","36676","Middle Miocene","Late Pliocene","15.97","2.588","16568"
"914583","occ","","","103804","Parapropalaehoplophorus","genus","176100","Santacrucian","","17.5","16.3","34887"
"914584","occ","","","103804","Stenotatus","genus","43560","Santacrucian","","17.5","16.3","34887"
"914833","occ","","","103804","Neoreomys","genus","42086","Santacrucian","","17.5","16.3","34887"
"914834","occ","","","103804","Acarechimys","genus","42052","Santacrucian","","17.5","16.3","34887"
"914836","occ","","","103804","Nesodon","genus","43396","Santacrucian","","17.5","16.3","34887"
"914837","occ","","","103804","Adinotherium","genus","43391","Santacrucian","","17.5","16.3","34887"
"914839","occ","","","103804","Altitypotherium","genus","258860","Santacrucian","","17.5","16.3","34887"
"914841","occ","","","103804","Eotypotherium","genus","258968","Santacrucian","","17.5","16.3","34887"
"914842","occ","","","103804","Hegetotherium","genus","43441","Santacrucian","","17.5","16.3","34887"
"914843","occ","28181","","103804","Theosodon","genus","43503","Santacrucian","","17.5","16.3","44887"
"935839","occ","","","107828","Arctotherium","genus","44307","Pleistocene","","2.588","0.0117","35862"
"936216","occ","","","107992","Pericotoxodon","genus","269367","Laventan","","13.8","11.8","35880"
"936217","occ","","F","107992","Miocochilius","genus","43418","Laventan","","13.8","11.8","35880"
"959431","occ","33422","","112290","Mystacodon","genus","353128","Priabonian","","38","33.9","62283"
"960398","occ","","","58454","Dioplotherium","genus","36878","Early Miocene","","23.03","15.97","36647"
"960428","occ","","","112577","Dioplotherium","genus","36878","Early Miocene","","23.03","15.97","36658"
"960873","occ","","","65162","Dioplotherium","genus","36878","Early Miocene","","23.03","15.97","36658"
"960874","occ","","","65162","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36658"
"960875","occ","","","65162","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36658"
"961039","occ","","","112590","Dioplotherium","genus","36878","Early Miocene","","23.03","15.97","36658"
"961040","occ","","","112590","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36658"
"961041","occ","","","112590","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36658"
"961210","occ","","","58454","Metaxytherium","genus","36890","Early Miocene","","23.03","15.97","36658"
"961211","occ","","","58454","Rytiodus","genus","36899","Early Miocene","","23.03","15.97","36658"
"964136","occ","","","113413","Neosclerocalyptus","genus","117307","Middle Pleistocene","","0.781","0.126","36809"
"964138","occ","","","113415","Neoglyptatelus","genus","188863","Late Miocene","","11.608","5.333","36810"
"964380","occ","","","113472","Glyptodon","genus","43576","Pleistocene","Holocene","2.588","0","36821"
"964381","occ","","","113472","Galea","genus","83799","Pleistocene","Holocene","2.588","0","36821"
"964406","occ","","","113479","Glyptodon","genus","43576","Pleistocene","","2.588","0.0117","36823"
"964800","occ","","","63884","Pachyarmatherium","genus","43584","Pleistocene","","2.588","0.0117","36870"
"964801","occ","","","63884","Glyptodon","genus","43576","Pleistocene","","2.588","0.0117","36870"
"964802","occ","","","113601","Pachyarmatherium","genus","43584","Lujanian","","0.781","0.012","36870"
"964803","occ","","","113601","Propraopus","genus","43552","Lujanian","","0.781","0.012","36870"
"964804","occ","","","113601","Holmesina","genus","43540","Lujanian","","0.781","0.012","36870"
"964805","occ","","","113601","Glyptodon","genus","43576","Lujanian","","0.781","0.012","36870"
"967883","occ","","","114473","Boreostemma","genus","197861","Montehermosan","","6.8","4","37106"
"967887","occ","","","114475","Glyptotherium","genus","43577","Late Pleistocene","","0.126","0.0117","37107"
"967890","occ","","","114477","Glyptotherium","genus","43577","Late Pleistocene","","0.126","0.0117","37107"
"968747","occ","","","114697","Neoglyptatelus","genus","188863","Laventan","","13.8","11.8","37161"
"968748","occ","","","114698","Neosclerocalyptus","genus","117307","Late Pleistocene","","0.126","0.0117","37162"
"968749","occ","","","114698","Glyptodon","genus","43576","Late Pleistocene","","0.126","0.0117","37162"
"968750","occ","","","114698","Pampatherium","genus","43546","Late Pleistocene","","0.126","0.0117","37162"
"968752","occ","","","114698","Megatherium","genus","43616","Late Pleistocene","","0.126","0.0117","37162"
"968753","occ","","","114698","Toxodon","genus","43405","Late Pleistocene","","0.126","0.0117","37162"
"968883","occ","","","93265","Neuryurus","genus","43582","Late Pleistocene","","0.126","0.0117","37189"
"975743","occ","28667","","114474","Brachydelphis","genus","36685","Tortonian","Messinian","11.62","5.333","46791"
"975744","occ","","","116302","Brachydelphis","genus","36685","Serravallian","Tortonian","13.82","7.246","37487"
"976644","occ","","","116539","Notocetus","genus","36783","Early Miocene","","23.03","15.97","12778"
"978547","occ","25390","","96800","Messapicetus","genus","62946","Tortonian","","11.62","7.246","37592"
"978562","occ","","","96800","Brachydelphis","genus","36685","Tortonian","","11.62","7.246","37592"
"996446","occ","","","57989","Trichechus","genus","36903","Late Miocene","","11.608","5.333","38514"
"996447","occ","","","67386","Phoberomys","genus","205591","Tortonian","","11.62","7.246","38514"
"997059","occ","","","38071","Hiskatherium","genus","205971","Laventan","","13.8","11.8","38565"
"998101","occ","","","120884","Glyptodon","genus","43576","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998102","occ","","","120884","Panochthus","genus","43587","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998103","occ","","","120884","Doedicurus","genus","43572","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998104","occ","","","120884","Neuryurus","genus","43582","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998106","occ","","","120884","Lestodon","genus","43635","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998108","occ","","","120884","Macrauchenia","genus","43497","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998109","occ","","","120884","Toxodon","genus","43405","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998110","occ","","","120884","Hemiauchenia","genus","42528","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998112","occ","","","120884","Hippidion","genus","43001","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998113","occ","","","120884","Notiomastodon","genus","43250","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"998114","occ","","","120884","Myocastor","genus","42072","Middle Pleistocene","Late Pleistocene","0.781","0.0117","38600"
"1002383","occ","","","122033","Cardiatherium","genus","42126","Early Pleistocene","","2.588","0.781","38835"
"1002385","occ","","","122033","Neoepiblema","genus","251860","Early Pleistocene","","2.588","0.781","38835"
"1002386","occ","","","122033","Marisela","genus","208979","Early Pleistocene","","2.588","0.781","38835"
"1002411","occ","","","122031","Cardiatherium","genus","42126","Middle Miocene","Late Miocene","15.97","5.333","38839"
"1002850","occ","29849","","122079","Scirrotherium","genus","209053","Late Miocene","","11.608","5.333","50752"
"1002853","occ","","","122079","Cardiatherium","genus","42126","Late Miocene","","11.608","5.333","38839"
"1002856","occ","","","122079","Lagostomus","genus","42077","Late Miocene","","11.608","5.333","38839"
"1011471","occ","","","123527","Neuryurus","genus","43582","Late Pliocene","","3.6","2.588","39737"
"1012543","occ","","","123831","Glyptodon","genus","43576","Ensenadan","","1.2","0.781","39739"
"1012545","occ","","","123831","Scelidotherium","genus","43646","Ensenadan","","1.2","0.781","39739"
"1012546","occ","","","123831","Smilodon","genus","41079","Ensenadan","","1.2","0.781","39739"
"1012547","occ","","","123831","Dusicyon","genus","41209","Ensenadan","","1.2","0.781","39739"
"1012550","occ","","","123831","Hemiauchenia","genus","42528","Ensenadan","","1.2","0.781","39739"
"1013439","occ","","","123975","Inia","genus","63506","Pleistocene","","2.588","0.0117","39927"
"1016341","occ","","","124383","Paraglyptodon","genus","43588","Pliocene","","5.333","2.588","40129"
"1016351","occ","","","124384","Propraopus","genus","43552","Late Pleistocene","","0.126","0.0117","40131"
"1018625","occ","","","124714","Propraopus","genus","43552","Late Pleistocene","","0.126","0.0117","40131"
"1018631","occ","","","124715","Propraopus","genus","43552","Late Pleistocene","","0.126","0.0117","40131"
"1018647","occ","","","124716","Propraopus","genus","43552","Late Pleistocene","","0.126","0.0117","40131"
"1018648","occ","","","124717","Propraopus","genus","43552","Late Pleistocene","","0.126","0.0117","40131"
"1020498","occ","","","124931","Panochthus","genus","43587","Pleistocene","","2.588","0.0117","40130"
"1033890","occ","35256","","118314","Bergqvistherium","genus","378237","Late Paleocene","Early Eocene","58.7","48.6","67168"
"1038495","occ","","","127174","Lestodon","genus","43635","Late Pleistocene","","0.126","0.0117","41346"
"1038496","occ","","","88836","Glossotherium","genus","43634","Late Pleistocene","","0.126","0.0117","41346"
"1068951","occ","","","48176","Florentinoameghinia","genus","67770","Casamayoran","","55.8","48","42601"
"1069926","occ","","","132559","Scleromys","genus","42088","Laventan","","13.8","11.8","42295"
"1070482","occ","","","132580","Scleromys","genus","42088","Laventan","","13.8","11.8","42295"
"1070817","occ","","","90023","Borhyaenidium","genus","40018","Huayquerian","","9","6.8","42736"
"1070867","occ","","","95688","Sallacyon","genus","99512","Deseadan","","29","21","42763"
"1070868","occ","","","95688","Notogale","genus","40027","Deseadan","","29","21","42763"
"1070869","occ","","","95688","Palaeothentes","genus","40057","Deseadan","","29","21","42763"
"1070876","occ","32136","","95688","Pyrotherium","genus","43520","Deseadan","","29","21","43099"
"1070932","occ","","","95688","Proargyrolagus","genus","40049","Deseadan","","29","21","42776"
"1071231","occ","","","132937","Dolichostylodon","genus","246055","Middle Eocene","","48.6","37.2","42797"
"1071232","occ","","","28230","Umayodus","genus","246057","Late Paleocene","Early Eocene","58.7","48.6","42798"
"1071250","occ","","","132938","Chulpasia","genus","246588","Late Paleocene","Early Eocene","58.7","48.6","46227"
"1071252","occ","28460","","132938","Sillustania","genus","264921","Late Paleocene","Early Eocene","58.7","48.6","42799"
"1071683","occ","","","133039","Bardalestes","genus","246320","Lutetian","","47.8","41.3","42837"
"1071685","occ","","","133040","Victorlemoineia","genus","43504","Itaboraian","","59","57","42837"
"1071686","occ","","","118314","Riolestes","genus","246322","Late Paleocene","Early Eocene","58.7","48.6","42837"
"1072310","occ","","","13501","Pucadelphys","genus","246332","Danian","","66","61.6","46517"
"1072311","occ","","","13501","Mayulestes","genus","246572","Danian","","66","61.6","42859"
"1072312","occ","","","13501","Allqokirus","genus","99511","Danian","","66","61.6","46517"
"1072335","occ","","","133179","Cocatherium","genus","246579","Danian","","66","61.6","42858"
"1072835","occ","","","95914","Escribania","genus","246781","Danian","","66","61.6","42895"
"1073361","occ","","","95914","Requisia","genus","246790","Danian","","66","61.6","42932"
"1073362","occ","","","118314","Homalostylops","genus","43336","Late Paleocene","Early Eocene","58.7","48.6","42934"
"1073363","occ","","","118314","Protodidelphis","genus","39986","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073364","occ","","","118314","Didelphopsis","genus","246583","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073365","occ","","","118314","Patene","genus","40029","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073366","occ","","","118314","Guggenheimia","genus","39964","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073367","occ","","","118314","Bobbschaefferia","genus","39951","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073368","occ","","","118314","Derorhynchus","genus","39957","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073369","occ","","","118314","Gaylordia","genus","39963","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073370","occ","","","118314","Mirandatherium","genus","39975","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073371","occ","","","118314","Monodelphopsis","genus","39977","Late Paleocene","Early Eocene","58.7","48.6","42935"
"1073372","occ","","","118314","Epidolops","genus","40069","Late Paleocene","Early Eocene","58.7","48.6","42936"
"1073376","occ","","","118314","Colbertia","genus","43346","Late Paleocene","Early Eocene","58.7","48.6","42938"
"1073377","occ","","","118314","Ricardocifellia","genus","326752","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073378","occ","","","118314","Miguelsoria","genus","43491","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073379","occ","","","118314","Lamegoia","genus","42296","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073380","occ","","","118314","Asmithwoodwardia","genus","42292","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073381","occ","","","118314","Victorlemoineia","genus","43504","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073382","occ","","","118314","Paranisolambda","genus","335190","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073383","occ","","","118314","Carodnia","genus","43514","Late Paleocene","Early Eocene","58.7","48.6","42939"
"1073384","occ","27586","","118314","Tetragonostylops","genus","43457","Late Paleocene","Early Eocene","58.7","48.6","43313"
"1073784","occ","","","118314","Carolocoutoia","genus","247299","Late Paleocene","Early Eocene","58.7","48.6","42973"
"1073785","occ","","","118314","Periprotodidelphis","genus","247301","Late Paleocene","Early Eocene","58.7","48.6","42973"
"1073786","occ","","","118314","Zeusdelphys","genus","247303","Late Paleocene","Early Eocene","58.7","48.6","42973"
"1073787","occ","","","118314","Procaroloameghinia","genus","246591","Late Paleocene","Early Eocene","58.7","48.6","42973"
"1073790","occ","","","133040","Guggenheimia","genus","39964","Itaboraian","","59","57","42973"
"1073791","occ","","","133040","Procaroloameghinia","genus","246591","Itaboraian","","59","57","42973"
"1073792","occ","","","133040","Bobbschaefferia","genus","39951","Itaboraian","","59","57","42973"
"1073793","occ","","","133040","Mirandatherium","genus","39975","Itaboraian","","59","57","42973"
