"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=lump_genus&idqual=genus_certain&interval=Paleocene,Holocene&cc=SOA&show=acconly"
"Access Time","Sat 2020-04-11 01:09:45 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","lump_genus"
"","idqual","genus_certain"
"","cc","SOA"
"","interval","Paleocene,Holocene"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","1.02"
"Records Found","6462"
"Records Returned","6462"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1312874","occ","","","176190","Notopithecus","genus","43419","Middle Eocene","","48.6","37.2","57836"
"1312875","occ","","","176180","Notopithecus","genus","43419","Middle Eocene","","48.6","37.2","57836"
"1312876","occ","","","176186","Transpithecus","genus","43423","Middle Eocene","","48.6","37.2","57836"
"1312877","occ","","","176189","Eohyrax","genus","43437","Bartonian","Priabonian","41.3","33.9","57836"
"1312878","occ","","","176179","Periphragnis","genus","43363","Priabonian","","38","33.9","57836"
"1312879","occ","","","176189","Periphragnis","genus","43363","Bartonian","Priabonian","41.3","33.9","57836"
"1312880","occ","","","176179","Distylophorus","genus","43360","Priabonian","","38","33.9","57836"
"1312881","occ","","","176179","Rhyphodon","genus","43366","Priabonian","","38","33.9","57836"
"1312882","occ","","","176179","Astraponotus","genus","43460","Priabonian","","38","33.9","57836"
"1312883","occ","","","176178","Notopithecus","genus","43419","Middle Eocene","","48.6","37.2","57836"
"1312884","occ","","","176178","Pleurostylodon","genus","43365","Middle Eocene","","48.6","37.2","57836"
"1312885","occ","","","176176","Thomashuxleya","genus","43367","Middle Eocene","","48.6","37.2","57836"
"1312886","occ","","","176177","Trigonostylops","genus","43458","Middle Eocene","","48.6","37.2","57836"
"1312887","occ","","","176178","Ultrapithecus","genus","43352","Middle Eocene","","48.6","37.2","57836"
"1312888","occ","","","176176","Notopithecus","genus","43419","Middle Eocene","","48.6","37.2","57836"
"1312889","occ","","","176177","Anisotemnus","genus","43358","Middle Eocene","","48.6","37.2","57836"
"1312890","occ","","","176195","Eomorphippus","genus","43381","Priabonian","Rupelian","38","28.1","57836"
"1312893","occ","","","176196","Pleurostylodon","genus","43365","Priabonian","Rupelian","38","28.1","57836"
"1312894","occ","","","176196","Anisotemnus","genus","43358","Priabonian","Rupelian","38","28.1","57836"
"1312895","occ","","","176194","Notopithecus","genus","43419","Priabonian","","38","33.9","57836"
"1312896","occ","","","176194","Antepithecus","genus","43410","Priabonian","","38","33.9","57836"
"1312903","occ","","","133040","Polydolops","genus","40071","Itaboraian","","59","57","57841"
"1312905","occ","","","133040","Woodburnodon","genus","335395","Itaboraian","","59","57","57841"
"1312906","occ","","","133040","Trigonostylops","genus","43458","Itaboraian","","59","57","57841"
"1312907","occ","","","133040","Shecenia","genus","43456","Itaboraian","","59","57","57841"
"1312908","occ","","","133040","Anisolambda","genus","43469","Itaboraian","","59","57","57841"
"1312909","occ","","","133040","Peripantostylops","genus","43332","Itaboraian","","59","57","57841"
"1312910","occ","","","133040","Isotemnus","genus","43362","Itaboraian","","59","57","57841"
"1312911","occ","","","133040","Kibenikhoria","genus","43347","Itaboraian","","59","57","57841"
"1312932","occ","","","13781","Othnielmarshia","genus","43331","Early Eocene","","55.8","48.6","57845"
"1312958","occ","","","176207","Kramadolops","genus","335479","Early Oligocene","","33.9","28.4","57848"
"1312968","occ","","","176200","Canchadelphys","genus","335457","Early Oligocene","","33.9","28.4","57847"
"1312973","occ","","","176200","Pilchenia","genus","40061","Early Oligocene","","33.9","28.4","57847"
"1312974","occ","","","176200","Eomicrobiotherium","genus","335178","Early Oligocene","","33.9","28.4","57847"
"1312975","occ","","","176200","Clenia","genus","318355","Early Oligocene","","33.9","28.4","57847"
"1312976","occ","","","176200","Microbiotherium","genus","40003","Early Oligocene","","33.9","28.4","57847"
"1312977","occ","","","176200","Periakros","genus","335463","Early Oligocene","","33.9","28.4","57847"
"1312978","occ","","","176200","Rosendolops","genus","108913","Early Oligocene","","33.9","28.4","57847"
"1312980","occ","","","176200","Hondonadia","genus","276021","Early Oligocene","","33.9","28.4","57847"
"1312984","occ","","","176200","Klohnia","genus","246328","Early Oligocene","","33.9","28.4","57847"
"1312986","occ","","","176200","Praedens","genus","335477","Early Oligocene","","33.9","28.4","57847"
"1312987","occ","","","176200","Kramadolops","genus","335479","Early Oligocene","","33.9","28.4","57847"
"1312989","occ","","","176201","Pharsophorus","genus","40031","Oligocene","","33.9","23.03","57847"
"1312990","occ","","","176201","Evolestes","genus","247872","Oligocene","","33.9","23.03","57847"
"1312992","occ","","","176201","Pilchenia","genus","40061","Oligocene","","33.9","23.03","57847"
"1312994","occ","","","176201","Eomicrobiotherium","genus","335178","Oligocene","","33.9","23.03","57847"
"1312995","occ","","","176201","Rosendolops","genus","108913","Oligocene","","33.9","23.03","57847"
"1312996","occ","","","176201","Hondonadia","genus","276021","Oligocene","","33.9","23.03","57847"
"1312998","occ","","","176201","Epiklohnia","genus","335475","Oligocene","","33.9","23.03","57847"
"1312999","occ","","","176201","Kramadolops","genus","335479","Oligocene","","33.9","23.03","57847"
"1313085","occ","","","141368","Pseudostegotherium","genus","43556","Colhuehuapian","","21","17.5","57869"
"1313092","occ","","","176205","Stegotherium","genus","43559","Colhuehuapian","","21","17.5","57941"
"1313094","occ","","","176189","Utaetus","genus","43562","Bartonian","Priabonian","41.3","33.9","57869"
"1313095","occ","","","176194","Utaetus","genus","43562","Priabonian","","38","33.9","57869"
"1313096","occ","","","141368","Stegotherium","genus","43559","Colhuehuapian","","21","17.5","57869"
"1313098","occ","","","176200","Barrancatatus","genus","335581","Early Oligocene","","33.9","28.4","57869"
"1313100","occ","","","176201","Barrancatatus","genus","335581","Oligocene","","33.9","23.03","57869"
"1313101","occ","","","176200","Meteutatus","genus","43544","Early Oligocene","","33.9","28.4","57869"
"1313103","occ","","","176201","Meteutatus","genus","43544","Oligocene","","33.9","23.03","57869"
"1313106","occ","","","141368","Proeutatus","genus","146412","Colhuehuapian","","21","17.5","57869"
"1313107","occ","","","176205","Proeutatus","genus","146412","Colhuehuapian","","21","17.5","57941"
"1313108","occ","","","176205","Stenotatus","genus","43560","Colhuehuapian","","21","17.5","57941"
"1313109","occ","","","176189","Parutaetus","genus","188841","Bartonian","Priabonian","41.3","33.9","57869"
"1313110","occ","","","176194","Parutaetus","genus","188841","Priabonian","","38","33.9","57869"
"1313111","occ","","","176200","Parutaetus","genus","188841","Early Oligocene","","33.9","28.4","57869"
"1313112","occ","","","176201","Parutaetus","genus","188841","Oligocene","","33.9","23.03","57869"
"1313114","occ","","","176189","Mazzoniphractus","genus","335591","Bartonian","Priabonian","41.3","33.9","57869"
"1313115","occ","","","176194","Mazzoniphractus","genus","335591","Priabonian","","38","33.9","57869"
"1313116","occ","","","176201","Archaeutatus","genus","188844","Oligocene","","33.9","23.03","57869"
"1313118","occ","","","141368","Prozaedyus","genus","146408","Colhuehuapian","","21","17.5","57869"
"1313119","occ","","","176205","Prozaedyus","genus","146408","Colhuehuapian","","21","17.5","57941"
"1313206","occ","","","176189","Didolodus","genus","42293","Bartonian","Priabonian","41.3","33.9","57895"
"1313207","occ","","","176194","Paulogervaisia","genus","42298","Priabonian","","38","33.9","57895"
"1313210","occ","","","176200","Eomorphippus","genus","43381","Early Oligocene","","33.9","28.4","57896"
"1313212","occ","","","176200","Rosendo","genus","373260","Early Oligocene","","33.9","28.4","57896"
"1313213","occ","","","176201","Patagonhippus","genus","335628","Oligocene","","33.9","23.03","57896"
"1313215","occ","","","141368","Argyrohippus","genus","43380","Colhuehuapian","","21","17.5","57896"
"1313233","occ","","","176201","Scarrittia","genus","43378","Oligocene","","33.9","23.03","57906"
"1313234","occ","","","176203","Scarrittia","genus","43378","Late Oligocene","","28.4","23.03","57906"
"1313235","occ","","","176204","Scarrittia","genus","43378","Late Oligocene","","28.4","23.03","57906"
"1313236","occ","","","176235","Henricofilholia","genus","43376","Late Oligocene","","28.4","23.03","57906"
"1313237","occ","","","176201","Henricofilholia","genus","43376","Oligocene","","33.9","23.03","57906"
"1313238","occ","","","141368","Colpodon","genus","43375","Colhuehuapian","","21","17.5","57906"
"1313239","occ","","","176236","Colpodon","genus","43375","Colhuehuapian","","21","17.5","57906"
"1313240","occ","","","176237","Colpodon","genus","43375","Colhuehuapian","","21","17.5","57906"
"1313241","occ","","","176238","Colpodon","genus","43375","Colhuehuapian","","21","17.5","57906"
"1313242","occ","","","176239","Colpodon","genus","43375","Colhuehuapian","","21","17.5","57906"
"1313243","occ","","","176240","Colpodon","genus","43375","Colhuehuapian","","21","17.5","57906"
"1313244","occ","","","50074","Ancylocoelus","genus","43374","Deseadan","","29","21","57906"
"1313334","occ","","","141368","Parastrapotherium","genus","43463","Colhuehuapian","","21","17.5","57912"
"1313493","occ","","","176201","Draconomys","genus","335689","Oligocene","","33.9","23.03","57932"
"1313494","occ","","","176201","Vallehermosomys","genus","335691","Oligocene","","33.9","23.03","57932"
"1313501","occ","","","176270","Caviocricetus","genus","146411","Colhuehuapian","","21","17.5","57933"
"1313502","occ","","","176270","Willidewu","genus","335701","Colhuehuapian","","21","17.5","57933"
"1313503","occ","","","176270","Australoprocta","genus","263320","Colhuehuapian","","21","17.5","57933"
"1313504","occ","","","176270","Prospaniomys","genus","42060","Colhuehuapian","","21","17.5","58124"
"1313505","occ","","","176270","Soriamys","genus","335706","Colhuehuapian","","21","17.5","58199"
"1313544","occ","","","141368","Eosteiromys","genus","42138","Colhuehuapian","","21","17.5","57933"
"1313547","occ","","","141368","Hypsosteiromys","genus","42140","Colhuehuapian","","21","17.5","58215"
"1313549","occ","","","141368","Parasteiromys","genus","42142","Colhuehuapian","","21","17.5","58217"
"1313551","occ","","","141368","Branisamyopsis","genus","77002","Colhuehuapian","","21","17.5","57933"
"1313552","occ","","","141368","Protacaremys","genus","42143","Colhuehuapian","","21","17.5","57933"
"1313555","occ","","","141368","Paradelphomys","genus","42058","Colhuehuapian","","21","17.5","58075"
"1313557","occ","","","141368","Acarechimys","genus","42052","Colhuehuapian","","21","17.5","57933"
"1313558","occ","","","141368","Caviocricetus","genus","146411","Colhuehuapian","","21","17.5","57933"
"1313560","occ","","","141368","Protadelphomys","genus","42061","Colhuehuapian","","21","17.5","57933"
"1313561","occ","","","141368","Prospaniomys","genus","42060","Colhuehuapian","","21","17.5","57933"
"1313563","occ","","","141368","Luantus","genus","42104","Colhuehuapian","","21","17.5","57933"
"1313564","occ","","","141368","Perimys","genus","42078","Colhuehuapian","","21","17.5","57933"
"1313567","occ","","","141368","Eoviscaccia","genus","146409","Colhuehuapian","","21","17.5","57933"
"1313568","occ","","","141368","Soriamys","genus","335706","Colhuehuapian","","21","17.5","57933"
"1313590","occ","","","89093","Caviocricetus","genus","146411","Colhuehuapian","","21","17.5","57933"
"1313591","occ","","","89093","Willidewu","genus","335701","Colhuehuapian","","21","17.5","57933"
"1313592","occ","","","89093","Australoprocta","genus","263320","Colhuehuapian","","21","17.5","57933"
"1313593","occ","","","89093","Eoviscaccia","genus","146409","Colhuehuapian","","21","17.5","57933"
"1313594","occ","","","141368","Mazzonicebus","genus","335778","Colhuehuapian","","21","17.5","57939"
"1313596","occ","","","141368","Mormopterus","genus","92096","Colhuehuapian","","21","17.5","57940"
"1313598","occ","","","176205","Titanothentes","genus","335781","Colhuehuapian","","21","17.5","57941"
"1313599","occ","","","176205","Palaeothentes","genus","40057","Colhuehuapian","","21","17.5","57941"
"1313600","occ","","","176205","Abderites","genus","40052","Colhuehuapian","","21","17.5","57941"
"1313601","occ","","","176205","Peltephilus","genus","43550","Colhuehuapian","","21","17.5","57941"
"1313603","occ","","","176205","Nematherium","genus","43637","Colhuehuapian","","21","17.5","57941"
"1313604","occ","","","176205","Interatherium","genus","43416","Colhuehuapian","","21","17.5","57941"
"1313605","occ","","","176205","Protypotherium","genus","43422","Colhuehuapian","","21","17.5","57941"
"1313606","occ","","","176205","Pachyrukhos","genus","43443","Colhuehuapian","","21","17.5","57941"
"1313607","occ","","","176205","Tetramerorhinus","genus","77073","Colhuehuapian","","21","17.5","57941"
"1313609","occ","","","176205","Acaremys","genus","42041","Colhuehuapian","","21","17.5","57941"
"1313610","occ","","","176205","Acarechimys","genus","42052","Colhuehuapian","","21","17.5","57941"
"1313611","occ","","","176205","Prostichomys","genus","76977","Colhuehuapian","","21","17.5","57941"
"1313613","occ","","","176205","Neoreomys","genus","42086","Colhuehuapian","","21","17.5","57941"
"1313614","occ","","","176205","Luantus","genus","42104","Colhuehuapian","","21","17.5","57941"
"1313621","occ","","","175738","Notostylops","genus","43339","Middle Eocene","","48.6","37.2","10369"
"1313622","occ","","","176284","Utaetus","genus","43562","Middle Eocene","Late Eocene","48.6","33.9","10963"
"1313627","occ","","","13779","Progarzonia","genus","40078","Middle Eocene","","48.6","37.2","10369"
"1313630","occ","","","13779","Meteutatus","genus","43544","Middle Eocene","","48.6","37.2","10369"
"1313633","occ","","","13779","Parutaetus","genus","188841","Middle Eocene","","48.6","37.2","10369"
"1313642","occ","","","13779","Rutimeyeria","genus","314662","Middle Eocene","","48.6","37.2","10369"
"1313644","occ","","","13779","Ricardolydekkeria","genus","99586","Middle Eocene","","48.6","37.2","10369"
"1313655","occ","","","13779","Maxschlosseria","genus","43349","Middle Eocene","","48.6","37.2","10312"
"1313703","occ","","","176163","Nemolestes","genus","40024","Middle Eocene","","48.6","37.2","10369"
"1313704","occ","","","176163","Procladosictis","genus","40034","Middle Eocene","","48.6","37.2","10369"
"1313709","occ","","","176163","Oldfieldthomasia","genus","65751","Middle Eocene","","48.6","37.2","10312"
"1313711","occ","","","176163","Isotemnus","genus","43362","Middle Eocene","","48.6","37.2","10312"
"1313713","occ","","","176283","Coelutaetus","genus","43534","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313714","occ","","","176283","Pleurostylodon","genus","43365","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313715","occ","","","176283","Trigonostylops","genus","43458","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313720","occ","","","176164","Utaetus","genus","43562","Middle Eocene","","48.6","37.2","10369"
"1313721","occ","","","176164","Archaeohyracotherium","genus","335813","Middle Eocene","","48.6","37.2","10369"
"1313722","occ","","","176164","Amilnedwardsia","genus","314664","Middle Eocene","","48.6","37.2","10369"
"1313724","occ","","","176164","Henricosbornia","genus","43330","Middle Eocene","","48.6","37.2","10369"
"1313726","occ","","","176164","Othnielmarshia","genus","43331","Middle Eocene","","48.6","37.2","10369"
"1313728","occ","","","176164","Peripantostylops","genus","43332","Middle Eocene","","48.6","37.2","10369"
"1313737","occ","","","176164","Notostylops","genus","43339","Middle Eocene","","48.6","37.2","10369"
"1313740","occ","","","176164","Transpithecus","genus","43423","Middle Eocene","","48.6","37.2","10312"
"1313741","occ","","","176164","Maxschlosseria","genus","43349","Middle Eocene","","48.6","37.2","10312"
"1313749","occ","","","176164","Paginula","genus","43350","Middle Eocene","","48.6","37.2","10312"
"1313752","occ","","","176164","Archaeopithecus","genus","43355","Middle Eocene","","48.6","37.2","10312"
"1313766","occ","","","176287","Asmodeus","genus","53681","Late Eocene","","37.2","33.9","10312"
"1313770","occ","","","176288","Astraponotus","genus","43460","Middle Eocene","","48.6","37.2","10312"
"1313794","occ","","","176169","Caroloameghinia","genus","65750","Middle Eocene","","48.6","37.2","10369"
"1313796","occ","32157","","175742","Rosendolops","genus","108913","Middle Eocene","","48.6","37.2","58285"
"1313797","occ","","","175742","Polydolops","genus","40071","Middle Eocene","","48.6","37.2","10369"
"1313799","occ","","","38611","Proplatyarthrus","genus","43607","Early Oligocene","","33.9","28.4","10369"
"1313800","occ","","","175742","Amphidolops","genus","40067","Middle Eocene","","48.6","37.2","10369"
"1313801","occ","","","175761","Machlydotherium","genus","43542","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313802","occ","","","175761","Meteutatus","genus","43544","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313807","occ","","","176290","Pharsophorus","genus","40031","Late Eocene","","37.2","33.9","10369"
"1313809","occ","","","176290","Barrancatatus","genus","335581","Late Eocene","","37.2","33.9","10369"
"1313810","occ","","","176290","Pseudeutatus","genus","43555","Late Eocene","","37.2","33.9","10369"
"1313811","occ","","","176286","Procladosictis","genus","40034","Late Eocene","","37.2","33.9","10369"
"1313813","occ","","","176286","Machlydotherium","genus","43542","Late Eocene","","37.2","33.9","10369"
"1313816","occ","","","176286","Barrancatatus","genus","335581","Late Eocene","","37.2","33.9","10369"
"1313817","occ","","","176286","Meteutatus","genus","43544","Late Eocene","","37.2","33.9","10369"
"1313819","occ","","","176286","Utaetus","genus","43562","Late Eocene","","37.2","33.9","10369"
"1313820","occ","","","176286","Pseudeutatus","genus","43555","Late Eocene","","37.2","33.9","10369"
"1313824","occ","","","176286","Glyptatelus","genus","43575","Late Eocene","","37.2","33.9","10369"
"1313825","occ","","","176286","Lomaphorelus","genus","188857","Late Eocene","","37.2","33.9","10369"
"1313826","occ","","","176286","Palaeopeltis","genus","43566","Late Eocene","","37.2","33.9","10369"
"1313827","occ","","","176285","Caroloameghinia","genus","65750","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313828","occ","","","176285","Argyrolestes","genus","40016","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313829","occ","","","176285","Polydolops","genus","40071","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313833","occ","","","176285","Amphidolops","genus","40067","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313836","occ","","","176285","Utaetus","genus","43562","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313837","occ","","","176285","Astegotherium","genus","43528","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313839","occ","","","176285","Didolodus","genus","42293","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313842","occ","","","176285","Argyrolambda","genus","42291","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313843","occ","","","176285","Asmithwoodwardia","genus","42292","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313844","occ","","","176285","Ernestokokenia","genus","42295","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313847","occ","","","44956","Patene","genus","40029","Middle Eocene","","48.6","37.2","10369"
"1313865","occ","","","175743","Didolodus","genus","42293","Middle Eocene","","48.6","37.2","10369"
"1313870","occ","","","175738","Anisolambda","genus","43469","Middle Eocene","","48.6","37.2","10369"
"1313871","occ","","","176290","Polymorphis","genus","43483","Late Eocene","","37.2","33.9","10369"
"1313872","occ","","","176287","Polyacrodon","genus","43482","Late Eocene","","37.2","33.9","10369"
"1313873","occ","","","175761","Polyacrodon","genus","43482","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313874","occ","","","176289","Polymorphis","genus","43483","Late Eocene","","37.2","33.9","10369"
"1313876","occ","","","176290","Polyacrodon","genus","43482","Late Eocene","","37.2","33.9","10369"
"1313879","occ","","","176290","Xesmodon","genus","43489","Late Eocene","","37.2","33.9","10369"
"1313880","occ","","","176290","Heteroglyphis","genus","43478","Late Eocene","","37.2","33.9","10369"
"1313884","occ","","","176168","Notostylops","genus","43339","Middle Eocene","","48.6","37.2","10369"
"1313885","occ","","","175743","Notostylops","genus","43339","Middle Eocene","","48.6","37.2","10369"
"1313886","occ","","","176304","Notostylops","genus","43339","Middle Eocene","Late Eocene","48.6","33.9","58073"
"1313887","occ","","","176289","Otrhonia","genus","43337","Late Eocene","","37.2","33.9","10369"
"1313888","occ","","","176290","Otrhonia","genus","43337","Late Eocene","","37.2","33.9","10369"
"1313889","occ","","","176286","Polymorphis","genus","43483","Late Eocene","","37.2","33.9","10369"
"1313890","occ","","","176286","Polyacrodon","genus","43482","Late Eocene","","37.2","33.9","10369"
"1313892","occ","","","176285","Ernestohaeckelia","genus","43496","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313893","occ","","","176285","Ricardolydekkeria","genus","99586","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313895","occ","","","176285","Anisolambda","genus","43469","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313896","occ","","","176285","Eolicaphrium","genus","315764","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313897","occ","","","176285","Henricosbornia","genus","43330","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313906","occ","","","176285","Notostylops","genus","43339","Middle Eocene","Late Eocene","48.6","33.9","36444"
"1313914","occ","","","176285","Edvardotrouessartia","genus","43335","Middle Eocene","Late Eocene","48.6","33.9","10369"
"1313916","occ","","","44956","Ricardolydekkeria","genus","99586","Middle Eocene","","48.6","37.2","10369"
"1313919","occ","","","176289","Tsamnichoria","genus","43351","Late Eocene","","37.2","33.9","10312"
"1313922","occ","","","176285","Acoelodus","genus","43342","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313923","occ","","","176285","Maxschlosseria","genus","43349","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313927","occ","","","176285","Paginula","genus","43350","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313931","occ","","","176286","Notopithecus","genus","43419","Late Eocene","","37.2","33.9","10312"
"1313933","occ","","","176286","Guilielmoscottia","genus","43415","Late Eocene","","37.2","33.9","10312"
"1313936","occ","","","176289","Pseudhyrax","genus","43438","Late Eocene","","37.2","33.9","10312"
"1313937","occ","","","175761","Pseudhyrax","genus","43438","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313938","occ","","","176285","Archaeopithecus","genus","43355","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313939","occ","","","176285","Notopithecus","genus","43419","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313940","occ","","","176290","Guilielmoscottia","genus","43415","Late Eocene","","37.2","33.9","10312"
"1313942","occ","","","176286","Eohyrax","genus","43437","Late Eocene","","37.2","33.9","10312"
"1313944","occ","","","176286","Pseudhyrax","genus","43438","Late Eocene","","37.2","33.9","10312"
"1313945","occ","","","176290","Pseudhyrax","genus","43438","Late Eocene","","37.2","33.9","10312"
"1313951","occ","","","176285","Antepithecus","genus","43410","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313955","occ","","","176285","Transpithecus","genus","43423","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313971","occ","","","176286","Bryanpattersonia","genus","43435","Late Eocene","","37.2","33.9","10312"
"1313974","occ","","","176286","Eohegetotherium","genus","43436","Late Eocene","","37.2","33.9","10312"
"1313975","occ","","","176286","Eopachyrucos","genus","57217","Late Eocene","","37.2","33.9","10312"
"1313976","occ","","","176286","Pseudopachyrucos","genus","314587","Late Eocene","","37.2","33.9","10312"
"1313980","occ","","","176286","Acoelohyrax","genus","43357","Late Eocene","","37.2","33.9","10312"
"1313984","occ","","","176285","Pleurostylodon","genus","43365","Middle Eocene","Late Eocene","48.6","33.9","36444"
"1313996","occ","","","176285","Acoelohyrax","genus","43357","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1313997","occ","","","176285","Isotemnus","genus","43362","Middle Eocene","Late Eocene","48.6","33.9","36444"
"1314003","occ","","","176285","Thomashuxleya","genus","43367","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1314017","occ","","","176289","Periphragnis","genus","43363","Late Eocene","","37.2","33.9","10312"
"1314020","occ","","","176317","Periphragnis","genus","43363","Mustersan","","48","42","10312"
"1314021","occ","","","175761","Periphragnis","genus","43363","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1314022","occ","","","176287","Periphragnis","genus","43363","Late Eocene","","37.2","33.9","10312"
"1314023","occ","","","176317","Rhyphodon","genus","43366","Mustersan","","48","42","10312"
"1314024","occ","","","176289","Rhyphodon","genus","43366","Late Eocene","","37.2","33.9","10312"
"1314025","occ","","","176287","Distylophorus","genus","43360","Late Eocene","","37.2","33.9","10312"
"1314026","occ","","","176290","Periphragnis","genus","43363","Late Eocene","","37.2","33.9","10312"
"1314031","occ","","","176290","Calodontotherium","genus","43359","Late Eocene","","37.2","33.9","10312"
"1314033","occ","","","176290","Rhyphodon","genus","43366","Late Eocene","","37.2","33.9","10312"
"1314038","occ","","","176290","Distylophorus","genus","43360","Late Eocene","","37.2","33.9","10312"
"1314046","occ","","","176286","Periphragnis","genus","43363","Late Eocene","","37.2","33.9","10312"
"1314049","occ","","","176286","Eomorphippus","genus","43381","Late Eocene","","37.2","33.9","10312"
"1314051","occ","","","38653","Eomorphippus","genus","43381","Early Oligocene","","33.9","28.4","10312"
"1314142","occ","","","38653","Orthogeniops","genus","315821","Early Oligocene","","33.9","28.4","10312"
"1314399","occ","","","176290","Astraponotus","genus","43460","Late Eocene","","37.2","33.9","10312"
"1314419","occ","","","176290","Trigonostylops","genus","43458","Late Eocene","","37.2","33.9","10312"
"1314435","occ","","","176289","Trilobodon","genus","336129","Late Eocene","","37.2","33.9","10312"
"1314436","occ","","","176290","Eutrochodon","genus","336119","Late Eocene","","37.2","33.9","10312"
"1314437","occ","","","176290","Heterolophodon","genus","336121","Late Eocene","","37.2","33.9","10312"
"1314440","occ","","","176290","Trilobodon","genus","336129","Late Eocene","","37.2","33.9","10312"
"1314441","occ","","","176286","Propyrotherium","genus","43519","Late Eocene","","37.2","33.9","10312"
"1314445","occ","","","176285","Albertogaudrya","genus","58787","Middle Eocene","Late Eocene","48.6","33.9","10312"
"1314449","occ","","","176285","Lambdaconus","genus","77069","Middle Eocene","Late Eocene","48.6","33.9","36444"
"1314451","occ","","","13779","Angelocabrerus","genus","40013","Middle Eocene","","48.6","37.2","57986"
"1314452","occ","","","13779","Coelostylodon","genus","43361","Middle Eocene","","48.6","37.2","57986"
"1314454","occ","","","176317","Xesmodon","genus","43489","Mustersan","","48","42","10369"
"1314468","occ","","","176167","Coona","genus","39955","Middle Eocene","","48.6","37.2","57989"
"1314469","occ","","","176167","Caroloameghinia","genus","65750","Middle Eocene","","48.6","37.2","57989"
"1314471","occ","","","176167","Polydolops","genus","40071","Middle Eocene","","48.6","37.2","57989"
"1314473","occ","","","176167","Eudolops","genus","40070","Middle Eocene","","48.6","37.2","57989"
"1314476","occ","","","141368","Pachybiotherium","genus","39979","Colhuehuapian","","21","17.5","57760"
"1314477","occ","","","141368","Cladosictis","genus","40020","Colhuehuapian","","21","17.5","57989"
"1314478","occ","","","141368","Pseudothylacynus","genus","40038","Colhuehuapian","","21","17.5","58052"
"1314480","occ","","","141368","Parabderites","genus","40058","Colhuehuapian","","21","17.5","57989"
"1314719","occ","","","141368","Necrolestes","genus","40084","Colhuehuapian","","21","17.5","58052"
"1314758","occ","","","176441","Cochilius","genus","43413","Colhuehuapian","","21","17.5","58058"
"1314759","occ","35931","","176441","Pachyrukhos","genus","43443","Colhuehuapian","","21","17.5","69985"
"1314760","occ","","","176441","Perimys","genus","42078","Colhuehuapian","","21","17.5","58058"
"1314761","occ","","","176441","Propalaehoplophorus","genus","93651","Colhuehuapian","","21","17.5","58058"
"1314762","occ","","","176441","Cochlops","genus","43570","Colhuehuapian","","21","17.5","58058"
"1314776","occ","","","92670","Parastrapotherium","genus","43463","Late Oligocene","","28.4","23.03","58058"
"1314777","occ","","","92670","Pyrotherium","genus","43520","Late Oligocene","","28.4","23.03","58058"
"1314778","occ","","","92670","Trachytherus","genus","43429","Late Oligocene","","28.4","23.03","43122"
"1314779","occ","","","92670","Leontinia","genus","43377","Late Oligocene","","28.4","23.03","57906"
