"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Mammalia&taxon_reso=species&interval=Paleogene,Quaternary&cc=ASI&show=class"
"Access Time","Fri 2021-07-02 05:12:54 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Mammalia"
"","idreso","species"
"","cc","ASI"
"","interval","Paleogene,Quaternary"
"","timerule","major"
"","taxon_status","all"
"","show","class"
"Elapsed Time","1.87"
"Records Found","5284"
"Records Returned","5284"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus"
"1344947","occ","","","75595","Praetragulus gobiae","species","332193","","Praetragulus gobiae","species","332192","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Praetragulidae","Praetragulus"
"1344948","occ","","","75601","Praetragulus gobiae","species","332193","","Praetragulus gobiae","species","332192","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Praetragulidae","Praetragulus"
"1344952","occ","","","75595","Gobiomeryx dubius","species","347101","","Gobiomeryx dubius","species","347101","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Gobiomeryx"
"1344957","occ","","","182063","Pseudomeryx gobiensis","species","347102","","Pseudomeryx gobiensis","species","347102","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudomeryx"
"1344958","occ","","","75595","Pseudomeryx gobiensis","species","347102","","Pseudomeryx gobiensis","species","347102","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudomeryx"
"1344959","occ","","","182113","Pseudomeryx gobiensis","species","347102","","Pseudomeryx gobiensis","species","347102","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudomeryx"
"1344967","occ","","","175169","Pseudogelocus n. sp. mongolicus","species","347104","","Pseudogelocus mongolicus","species","347104","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudogelocus"
"1344968","occ","","","75595","Pseudogelocus mongolicus","species","347104","","Pseudogelocus mongolicus","species","347104","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudogelocus"
"1344969","occ","","","135791","Pseudogelocus mongolicus","species","347104","","Pseudogelocus mongolicus","species","347104","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudogelocus"
"1344970","occ","","","135793","Pseudogelocus mongolicus","species","347104","","Pseudogelocus mongolicus","species","347104","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudogelocus"
"1344971","occ","","","182060","Paragelocus aff. scotti","species","347105","","Paragelocus scotti","species","347105","Late Oligocene","","28.4","23.03","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Paragelocus"
"1344972","occ","","","182115","Paragelocus aff. scotti","species","347105","","Paragelocus scotti","species","347105","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Gelocidae","Paragelocus"
"1344973","occ","","","182116","Lophiomeryx angarae","species","332200","","Lophiomeryx angarae","species","332200","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Lophiomerycidae","Lophiomeryx"
"1344991","occ","","","75595","Lophiomeryx angarae","species","332200","","Lophiomeryx angarae","species","332200","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Lophiomerycidae","Lophiomeryx"
"1344993","occ","","","182116","Eumeryx culminis","species","108955","","Eumeryx culminis","species","108955","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Cervidae","Eumeryx"
"1344994","occ","","","180964","Eumeryx culminis","species","108955","","Eumeryx culminis","species","108955","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Cervidae","Eumeryx"
"1344995","occ","","","180958","Eumeryx imbellis","species","347106","","Eumeryx imbellis","species","347106","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Cervidae","Eumeryx"
"1344996","occ","","","182117","Eumeryx imbellis","species","347106","","Eumeryx imbellis","species","347106","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Cervidae","Eumeryx"
"1344997","occ","","","175171","Eumeryx imbellis","species","347106","","Eumeryx imbellis","species","347106","Early Oligocene","","33.9","28.4","60552","Chordata","Mammalia","Artiodactyla","Cervidae","Eumeryx"
"1345004","occ","","","176446","Dremotherium cf. guthi","species","347107","","Dremotherium guthi","species","347107","Late Oligocene","","28.4","23.03","60552","Chordata","Mammalia","Artiodactyla","NO_FAMILY_SPECIFIED","Dremotherium"
"1345102","occ","","","75595","Ordolagus cf. teilhardi","species","332407","","Ordolagus teilhardi","species","332324","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Ordolagus"
"1345103","occ","","","182117","Ordolagus cf. teilhardi","species","332407","","Ordolagus teilhardi","species","332324","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Ordolagus"
"1345104","occ","","","182128","Ordolagus cf. teilhardi","species","332407","","Ordolagus teilhardi","species","332324","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Ordolagus"
"1345105","occ","","","182119","Ordolagus cf. teilhardi","species","332407","","Ordolagus teilhardi","species","332324","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Ordolagus"
"1345106","occ","","","182121","Ordolagus cf. teilhardi","species","332407","","Ordolagus teilhardi","species","332324","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Ordolagus"
"1345107","occ","","","75599","Ordolagus cf. teilhardi","species","332407","","Ordolagus teilhardi","species","332324","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Ordolagus"
"1345108","occ","","","135804","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345109","occ","","","75601","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345110","occ","","","180955","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345111","occ","","","75588","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345112","occ","","","176446","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345113","occ","","","75595","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345114","occ","","","180964","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345115","occ","","","182121","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345116","occ","","","180971","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345117","occ","","","180972","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345119","occ","","","180986","Desmatolagus gobiensis","species","54400","","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345120","occ","","","180955","Desmatolagus robustus","species","333043","","Desmatolagus robustus","species","333043","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345121","occ","","","175168","Desmatolagus robustus","species","333043","","Desmatolagus robustus","species","333043","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345122","occ","","","182119","Desmatolagus robustus","species","333043","","Desmatolagus robustus","species","333043","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345123","occ","","","75595","Desmatolagus youngi","species","347108","","Desmatolagus youngi","species","347108","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345124","occ","","","182113","Desmatolagus youngi","species","347108","","Desmatolagus youngi","species","347108","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345125","occ","","","180964","Desmatolagus youngi","species","347108","","Desmatolagus youngi","species","347108","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345126","occ","","","182129","Desmatolagus youngi","species","347108","","Desmatolagus youngi","species","347108","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345127","occ","","","175168","Desmatolagus youngi","species","347108","","Desmatolagus youngi","species","347108","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345128","occ","","","75595","Desmatolagus cf. vetustus","species","115590","","Desmatolagus vetustus","species","115590","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345129","occ","","","135803","Desmatolagus cf. vetustus","species","115590","","Desmatolagus vetustus","species","115590","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345130","occ","","","182130","Desmatolagus cf. vetustus","species","115590","","Desmatolagus vetustus","species","115590","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345131","occ","","","180953","Desmatolagus cf. vetustus","species","115590","","Desmatolagus vetustus","species","115590","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345132","occ","","","182072","Desmatolagus cf. simplex","species","282770","","Desmatolagus simplex","species","282769","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345133","occ","","","180963","Desmatolagus cf. simplex","species","282770","","Desmatolagus simplex","species","282769","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345134","occ","","","182131","Desmatolagus cf. simplex","species","282770","","Desmatolagus simplex","species","282769","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345135","occ","","","180986","Desmatolagus cf. shargaltensis","species","347109","subjective synonym of","Desmatolagus gobiensis","species","54400","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345136","occ","","","180972","Desmatolagus cf. chinensis","species","347110","","Desmatolagus chinensis","species","347110","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345137","occ","","","75598","Desmatolagus cf. chinensis","species","347110","","Desmatolagus chinensis","species","347110","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345138","occ","","","75588","Desmatolagus cf. chinensis","species","347110","","Desmatolagus chinensis","species","347110","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345139","occ","","","182132","Desmatolagus cf. chinensis","species","347110","","Desmatolagus chinensis","species","347110","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345140","occ","","","176448","Desmatolagus cf. chinensis","species","347110","","Desmatolagus chinensis","species","347110","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345141","occ","","","135802","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345142","occ","","","75595","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345143","occ","","","180964","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345144","occ","","","75601","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Early Oligocene","","33.9","28.4","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345145","occ","","","75588","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345146","occ","","","176446","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345147","occ","","","180986","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345148","occ","","","182121","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345149","occ","","","182133","Desmatolagus cf. orlovi","species","347111","","Desmatolagus orlovi","species","347111","Late Oligocene","","28.4","23.03","60553","Chordata","Mammalia","Lagomorpha","Leporidae","Desmatolagus"
"1345150","occ","","","182134","Amphilagus magnus","species","347112","","Amphilagus magnus","species","347112","Late Oligocene","Early Miocene","28.4","15.97","60553","Chordata","Mammalia","Lagomorpha","Ochotonidae","Amphilagus"
